street,winner,total_pot,is_button,bets,bets_amount,raises,raises_amount,calls,checks,"initial_stack,",id
Turn,erfk1958,13.0,false,1,6.0,1,2.0,2,4,105.52,137323103799
Flop,erfk1958,9.0,false,1,4.0,1,2.0,1,1,113.94,137323158267
Flop,DarioNo$had,38.0,false,1,11.0,2,13.0,2,1,200.0,137323178811
Flop,erfk1958,20.62,false,1,5.71,2,7.71,1,1,118.54,137323219093
River,erfk1958,30.0,false,2,36.65,1,2.0,2,2,128.42,137323241711
River,EsKoTeiRo,80.7,false,2,64.85,2,8.0,2,3,268.07,137323287694
PreFlop,erfk1958,11.2,false,0,0,2,6.1,0,0,143.07,137323326311
Flop,pizzabud1,23.34,true,1,6.03,2,8.030000000000001,1,0,203.94,137323346855
PreFlop,DarioNo$had,10.0,false,0,0,2,6.0,0,0,200.0,137323366808
PreFlop,EsKoTeiRo,2.0,false,0,0,0,0,0,0,307.12,137323381563
PreFlop,q3storm,5.0,true,0,0,1,2.0,0,0,55.42,137323403993
PreFlop,erfk1958,9.2,false,0,0,2,6.1,0,0,150.17,137323414074
PreFlop,Nnevil,2.0,false,0,0,0,0,0,0,73.17,137323432934
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,307.12,137323446336
Flop,DarioNo$had,20.0,false,1,14.0,1,2.0,2,1,206.0,137323468211
Flop,pizzabud1,17.2,true,1,14.0,1,2.0,2,2,204.06,137323485410
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,215.09,137323520226
PreFlop,q3storm,10.0,false,0,0,2,6.0,0,0,52.32,137323540982
Turn,EsKoTeiRo,74.0,false,2,66.0,2,6.14,2,0,302.12,137323562818
PreFlop,q3storm,5.0,false,0,0,1,2.0,0,0,58.32,137323596418
River,erfk1958,22.0,false,2,148.27,1,2.0,2,2,152.27,137323619017
Flop,pizzabud1,29.0,false,1,8.0,2,10.0,1,1,218.09,137323662629
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,337.32,137323689858
River,JennyDoom,18.0,false,1,11.2,1,2.0,2,7,149.8,137323706525
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,230.79,137323761728
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,163.28,137323820334
PreFlop,q3storm,4.0,false,0,0,1,2.0,0,0,59.32,137323806437
PreFlop,Monsthand,5.0,false,0,0,1,2.0,0,0,726.19,137323782635
Flop,Igoriah,11.0,false,1,6.93,1,2.0,1,1,200.0,137323845012
PreFlop,JennyDoom,5.0,false,0,0,1,2.0,0,0,159.99,137323826838
Flop,EsKoTeiRo,27.0,false,1,18.0,1,2.0,4,4,331.32,137323867274
PreFlop,erfk1958,83.0,false,0,0,4,66.0,0,0,163.28,137323906748
PreFlop,DarioNo$had,5.0,true,0,0,1,2.0,0,0,200.0,137323955370
River,q3storm,20.68,false,2,13.34,1,2.0,2,3,61.32,137323929490
Turn,EsKoTeiRo,26.0,false,1,7.0,2,9.0,1,3,309.7,137323965554
Turn,Igoriah,401.2,false,2,69.0,3,53.0,3,2,199.1,137324012380
Turn,Nnevil,9.0,false,1,4.81,1,2.0,1,2,74.0,137324053859
River,pizzabud1,49.58,false,0,0,2,8.0,1,0,24.29,137324089642
PreFlop,Too-Anti-To,20.0,false,0,0,2,8.0,1,0,198.0,137324281931
Flop,hurtNCYDE,13.0,true,1,8.56,1,2.0,1,1,200.0,137324323762
PreFlop,rijger321,7.0,false,0,0,1,2.0,0,0,96.05,137324371939
PreFlop,tooteechU,5.0,false,0,0,1,2.0,0,0,158.0,137324386422
PreFlop,rijger321,4.0,false,0,0,1,2.0,0,0,111.97,137324434227
River,rijger321,24.0,false,3,24.0,0,0,3,3,101.05,137324400478
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,189.0,137324461764
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,186.0,137324449171
Flop,Nnevil,9.28,false,1,4.96,1,2.0,1,1,82.2,137324499822
PreFlop,hurtNCYDE,5.0,true,0,0,1,2.0,0,0,204.42,137324482257
Flop,rijger321,13.0,false,1,12.0,1,2.0,2,1,113.97,137324576901
PreFlop,Nnevil,2.0,false,0,0,0,0,0,0,86.92,137324562575
PreFlop,rijger321,5.0,true,0,0,1,2.0,0,0,119.39,137324679566
Turn,hurtNCYDE,39.32,false,2,29.68,1,2.0,3,2,202.42,137324631593
Flop,pizzabud1,21.0,false,1,14.0,1,2.0,1,0,182.0,137324686460
River,tooteechU,78.0,true,3,74.0,1,2.0,5,5,155.0,137324701907
River,rijger321,231.78,false,2,49.13,3,38.74,3,2,114.39,137324770962
River,hurtNCYDE,68.0,false,2,26.0,1,2.0,4,5,200.0,137324803960
River,rijger321,23.34,true,2,18.03,1,2.0,2,3,221.98,137324891030
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,176.28,137324928088
PreFlop,Monsthand,11.0,false,0,0,2,6.0,0,0,699.33,137324941002
PreFlop,rijger321,5.0,false,0,0,1,2.0,0,0,220.1,137325017373
PreFlop,Nnevil,118.58,false,0,0,4,58.699999999999996,2,0,55.59,137325030518
River,pizzabud1,16.0,false,1,4.0,1,2.0,3,4,167.06,137325078206
Flop,tooteechU,15.0,false,1,10.0,1,2.0,1,0,162.2,137325112155
Flop,tooteechU,9.0,false,1,4.0,1,2.0,1,0,170.52,137325172166
Flop,pizzabud1,14.0,false,1,8.0,1,2.0,1,1,168.34,137325201209
Flop,rijger321,15.0,false,1,10.0,1,2.0,1,0,214.1,137325224937
River,Monsthand,29.8,false,2,29.0,1,2.0,2,3,705.62,137325259747
Turn,pizzabud1,20.42,false,2,17.23,1,2.0,2,1,175.71,137325319000
Flop,pizzabud1,48.0,true,1,14.0,2,16.0,2,1,185.5,137325357261
River,rijger321,9.0,true,1,6.0,1,2.0,1,5,216.42,137325389612
River,hurtNCYDE,406.0,false,3,199.2,2,8.0,5,0,224.2,137325421748
PreFlop,first_dnk,14.0,false,0,0,2,8.0,0,0,90.76,137325531093
River,first_dnk,22.54,false,2,17.61,1,2.0,2,2,80.0,137325498290
PreFlop,sanpidk,5.0,false,0,0,1,2.0,0,0,200.0,137325573583
PreFlop,hurtNCYDE,5.0,false,0,0,1,2.0,0,0,427.4,137325555105
PreFlop,pizzabud1,2.0,false,0,0,0,0,0,0,200.57,137325592208
River,first_dnk,27.26,false,2,21.29,1,2.0,2,2,98.76,137325606319
River,rijger321,26.0,false,1,7.0,1,2.0,2,5,219.02,137325670357
PreFlop,hurtNCYDE,2.0,false,0,0,0,0,0,0,430.4,137325727671
PreFlop,pizzabud1,35.0,false,0,0,3,24.0,0,0,200.57,137325738092
River,hurtNCYDE,21.92,true,1,5.46,1,2.0,2,5,430.4,137325769657
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,160.88,137325869180
River,Igoriah,11.0,false,0,0,1,2.0,1,6,371.27,137325895036
PreFlop,pizzabud1,2.0,false,0,0,0,0,0,0,219.57,137325955112
River,pizzabud1,74.0,false,2,66.0,2,7.0,2,2,220.57,137325987046
River,Monsthand,65.0,false,2,26.0,1,2.0,3,2,698.68,137326067614
Flop,Igoriah,11.0,false,1,7.0,1,2.0,1,1,339.77,137326109641
Turn,sanpidk,10.0,false,1,6.0,1,2.0,1,3,200.0,137326133887
Turn,rijger321,33.0,false,2,19.0,1,2.0,2,1,218.85,137326247602
PreFlop,Monsthand,5.0,false,0,0,1,2.0,0,0,690.38,137326293419
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,345.27,137326318319
PreFlop,pizzabud1,2.0,false,0,0,0,0,0,0,208.77,137326340602
Turn,Igoriah,20.0,true,2,18.0,1,2.0,2,2,345.27,137326369506
PreFlop,pizzabud1,5.0,true,0,0,1,2.0,0,0,200.77,137326406260
PreFlop,Monsthand,10.0,false,0,0,2,6.0,0,0,691.38,137326438527
PreFlop,rijger321,5.0,false,0,0,1,2.0,0,0,228.37,137326514044
Flop,erfk1958,9.0,false,1,4.0,1,2.0,1,1,157.88,137326541370
PreFlop,first_dnk,15.0,true,0,0,2,6.0,1,0,95.2,137326569703
Flop,Igoriah,8.0,false,1,5.0,1,2.0,1,1,355.37,137326609520
River,pizzabud1,49.92,false,3,53.46,1,2.0,3,1,164.77,137326636880
Turn,pizzabud1,54.0,false,2,48.0,2,6.0,2,0,187.98,137326709707
River,Monsthand,124.0,false,2,182.0,2,18.0,5,2,697.38,137326781732
Turn,erfk1958,9.0,false,1,4.0,1,2.0,1,3,130.48,137326905572
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,353.01,137326965033
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,164.55,137326941225
River,erfk1958,31.0,false,2,40.0,1,2.0,2,3,135.08,137326987427
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,356.01,137327037920
Flop,Monsthand,31.0,false,1,16.0,2,6.0,1,1,768.58,137327017680
River,rijger321,24.0,false,2,22.0,1,2.0,3,4,144.37,137327109902
PreFlop,Monsthand,2.0,false,0,0,0,0,0,0,784.18,137327155850
PreFlop,hurtNCYDE,10.0,false,0,0,2,6.0,0,0,391.41,137327212170
PreFlop,Monsthand,10.0,false,0,0,2,6.0,0,0,785.18,137327183358
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,356.01,137327237485
River,first_dnk,66.0,false,2,45.620000000000005,2,8.0,2,2,101.2,137327259900
Turn,sanpidk,25.0,false,2,23.0,1,2.0,2,2,200.0,137327320969
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,359.01,137327378373
Turn,first_dnk,45.46,false,2,37.870000000000005,1,2.0,3,2,132.4,137327440666
Turn,Monsthand,40.0,false,2,16.0,2,12.0,2,0,791.18,137327490159
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,359.01,137327531130
Turn,first_dnk,28.7,false,2,22.42,1,2.0,2,2,155.99,137327556360
Flop,pizzabud1,35.0,false,1,10.0,2,12.0,1,0,115.73,137327614810
River,pizzabud1,19.0,false,2,19.0,1,2.0,2,4,133.15,137327696784
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,142.29,137327757099
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,120.68,137327844398
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,359.01,137327877397
PreFlop,pizzabud1,5.0,false,0,0,1,2.0,0,0,118.29,137327905518
Flop,pizzabud1,13.0,false,1,8.0,1,2.0,1,1,121.29,137327927845
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,357.01,137327978185
PreFlop,sanpidk,5.0,false,0,0,1,2.0,0,0,200.0,137328139166
PreFlop,erfk1958,47.0,false,0,0,3,26.0,1,0,120.68,137328164906
Flop,Igoriah,11.0,false,1,7.0,1,2.0,1,1,350.01,137328374379
Flop,Igoriah,12.0,false,1,7.0,1,2.0,1,1,355.51,137328433761
Flop,Zockermicha,21.0,false,1,6.0,2,8.0,1,1,200.0,137328643781
PreFlop,TOMBATLE,13.0,true,0,0,2,7.0,0,0,201.23,137328698524
Flop,erfk1958,10.0,false,1,6.0,1,2.0,1,1,136.68,137328764944
PreFlop,Igoriah,17.0,false,0,0,2,9.0,1,0,378.52,137328810793
River,Fitsch82,142.0,false,1,12.0,3,46.0,4,2,65.0,137328841956
PreFlop,12754810,5.0,false,0,0,1,2.0,0,0,200.0,137328926796
PreFlop,Zockermicha,5.0,false,0,0,1,2.0,0,0,200.0,137329018001
PreFlop,ilaviiitech,5.0,false,0,0,1,2.0,1,0,200.0,137329511930
PreFlop,cee23,2.0,false,0,0,0,0,0,0,215.44,137329540584
River,cee23,406.54,false,0,0,3,205.27,3,0,216.44,137329552941
River,cee23,19.0,true,2,16.0,1,2.0,3,6,424.91,137329604990
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,133.87,137330053076
PreFlop,b_____a__242,4.0,false,0,0,1,2.0,0,0,80.0,137330068818
PreFlop,b_____a__242,13.0,true,0,0,2,7.0,0,0,82.0,137330098361
Flop,_McLobster_,9.0,false,1,6.0,1,2.0,1,0,207.5,137330127392
Flop,panosasd,20.92,false,1,12.0,2,6.48,1,1,172.0,137330152165
River,Igoriah,8.0,false,1,4.0,1,2.0,1,5,294.52,137330193839
PreFlop,_McLobster_,5.0,false,0,0,1,2.0,0,0,211.1,137330235574
PreFlop,_McLobster_,5.0,true,0,0,1,2.0,0,0,251.86,137330492134
PreFlop,erfk1958,5.0,true,0,0,1,2.0,0,0,132.15,137330515253
Flop,panosasd,5.0,false,1,2.0,0,0,1,2,170.02,137330544238
Turn,_McLobster_,49.0,false,1,12.0,2,14.0,3,4,254.86,137330602590
PreFlop,cee23,5.0,true,0,0,1,2.0,0,0,441.33,137330656773
Flop,panosasd,38.0,true,1,18.0,2,7.0,2,2,153.8,137330676065
PreFlop,panosasd,5.0,false,0,0,1,2.0,0,0,178.09,137330719582
River,panosasd,41.0,false,2,32.0,2,6.0,2,3,181.09,137330739020
PreFlop,_McLobster_,5.0,false,0,0,1,2.0,0,0,280.66,137330837277
PreFlop,mojitos86,5.0,false,0,0,1,2.0,0,0,186.0,137330808874
PreFlop,Mr.Grigoriy,2.0,false,0,0,0,0,0,0,200.0,137330857298
PreFlop,panosasd,2.0,false,0,0,0,0,0,0,200.25,137330882445
Flop,erfk1958,9.0,false,1,4.0,1,2.0,1,1,126.15,137330910469
Flop,_McLobster_,12.0,false,1,8.0,1,2.0,1,1,283.66,137330936708
PreFlop,Mr.Grigoriy,5.0,false,0,0,1,2.0,0,0,200.0,137330972843
PreFlop,checkitout12,2.0,false,0,0,0,0,0,0,80.0,137331018092
PreFlop,checkitout12,14.0,false,0,0,2,8.0,0,0,81.0,137331031751
Flop,Mr.Grigoriy,36.04,false,1,18.0,2,6.04,2,1,200.0,137331051916
Flop,checkitout12,11.08,false,1,7.0,1,2.0,1,0,84.96,137331106842
PreFlop,Mr.Grigoriy,5.0,true,0,0,1,2.0,0,0,217.42,137331157955
River,erfk1958,23.0,false,2,9.0,0,0,3,3,127.75,137331184074
Turn,_McLobster_,21.46,false,2,21.73,1,2.0,2,1,288.12,137331223291
Flop,_McLobster_,20.0,false,1,12.0,1,2.0,2,2,296.88,137331326427
Flop,cee23,13.0,false,1,7.45,1,2.0,1,1,434.19,137331630008
PreFlop,SanychStar,5.0,true,0,0,1,2.0,0,0,200.0,137331661537
Flop,erfk1958,12.0,false,1,6.0,1,2.0,1,1,128.71,137331744448
River,checkitout12,73.0,false,2,30.0,1,2.0,3,2,167.12,137331777794
River,leonpuppe,25.42,false,2,10.21,0,0,3,4,267.75,137331829953
River,_McLobster_,175.0,false,3,198.19,1,2.0,4,3,208.19,137332046406
River,SanychStar,17.6,false,1,4.3,1,2.0,2,5,203.0,137332111051
River,leonpuppe,68.9,false,0,0,3,36.0,2,0,201.83,137332193444
Turn,leonpuppe,22.0,false,2,24.0,1,2.0,2,1,191.82,137332160078
PreFlop,leonpuppe,5.0,true,0,0,1,2.0,0,0,237.48,137332231346
Flop,_McLobster_,38.0,false,1,22.0,1,2.0,4,0,286.39,137332251035
River,leonpuppe,116.0,false,2,33.0,1,2.0,7,7,228.48,137332297209
River,_McLobster_,23.0,false,0,0,1,2.0,2,6,310.68,137332405938
Turn,leonpuppe,71.0,false,1,20.0,2,22.0,1,3,294.68,137332427805
Flop,genan,9.0,true,1,5.0,1,2.0,1,1,74.0,137332483529
PreFlop,_McLobster_,2.0,false,0,0,0,0,0,0,322.64,137332530831
Flop,cee23,4.0,false,1,2.29,0,0,1,2,295.61,137332504580
River,leonpuppe,133.12,false,2,56.06,1,2.0,5,5,322.88,137332545961
PreFlop,checkitout12,2.0,false,0,0,0,0,0,0,162.32,137332625125
Turn,leonpuppe,15.0,false,1,10.0,1,2.0,2,2,381.56,137332859384
Flop,checkitout12,14.0,true,1,8.0,1,2.0,2,2,163.95,137332898941
Flop,Too-Anti-To,12.0,false,1,5.73,1,2.0,2,1,200.0,137332952606
PreFlop,SanychStar,2.0,false,0,0,0,0,0,0,212.88,137332997040
PreFlop,_McLobster_,11.0,false,0,0,2,7.0,0,0,335.24,137333074327
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,91.89,137333102823
PreFlop,Too-Anti-To,5.0,false,0,0,1,2.0,0,0,206.46,137333121976
PreFlop,leonpuppe,5.0,false,0,0,1,2.0,0,0,386.88,137333135126
PreFlop,leonpuppe,5.0,false,0,0,1,2.0,0,0,389.88,137333174495
PreFlop,SanychStar,16.16,false,0,0,2,6.04,2,0,207.88,137333191052
PreFlop,checkitout12,5.0,false,0,0,1,2.0,0,0,166.28,137333269139
PreFlop,aseban11,2.0,false,0,0,0,0,0,0,200.0,137333285860
Turn,SanychStar,13.0,false,1,8.0,1,2.0,1,2,219.0,137333299197
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,91.89,137333345001
River,_McLobster_,71.0,true,2,24.0,1,2.0,4,2,337.24,137333372348
River,leonpuppe,13.0,false,2,16.0,0,0,2,5,350.88,137333459471
River,checkitout12,9.08,true,0,0,1,2.0,1,6,166.28,137333491788
PreFlop,zylin888,2.0,false,0,0,0,0,0,0,200.0,137333555423
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,91.89,137333582836
Flop,aseban11,14.0,false,1,7.0,1,2.0,1,1,200.0,137333623873
PreFlop,checkitout12,5.0,false,0,0,1,2.0,0,0,170.91,137333662406
PreFlop,zylin888,5.0,false,0,0,1,2.0,0,0,200.0,137333702258
PreFlop,aseban11,5.0,false,0,0,1,2.0,0,0,204.37,137333774484
PreFlop,SanychStar,5.0,false,0,0,1,2.0,0,0,218.42,137333748752
Flop,checkitout12,13.0,false,1,8.0,1,2.0,1,1,173.91,137333717278
PreFlop,aseban11,5.0,false,0,0,1,2.0,0,0,201.37,137333860686
Turn,_McLobster_,15.0,false,1,8.0,1,2.0,1,3,368.44,137333809083
Flop,leonpuppe,74.0,false,1,76.0,2,8.0,5,0,352.3,137333877815
PreFlop,_McLobster_,4.0,false,0,0,1,2.0,0,0,377.76,137333981688
PreFlop,_McLobster_,2.0,false,0,0,0,0,0,0,376.76,137333944355
River,aseban11,75.0,false,2,28.0,1,2.0,3,2,201.37,137333997900
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,84.89,137334074143
PreFlop,lalalala139,2.0,false,0,0,0,0,0,0,203.0,137334059647
PreFlop,lalalala139,5.0,false,0,0,1,2.0,0,0,200.0,137334038570
Flop,lalalala139,39.0,true,1,25.0,2,8.0,1,1,203.0,137334098884
River,_McLobster_,13.0,false,0,0,1,2.0,1,6,379.76,137334136141
River,leonpuppe,37.0,true,2,16.0,0,0,3,5,344.5,137334214951
River,erfk1958,9.0,false,1,2.0,0,0,2,5,87.89,137334260144
Flop,SanychStar,12.0,false,1,7.0,1,2.0,1,1,200.0,137334291351
River,leonpuppe,5.0,false,0,0,0,0,1,7,357.84,137334328694
PreFlop,aseban11,5.0,false,0,0,1,2.0,0,0,234.57,137334404849
Flop,erfk1958,9.0,false,1,4.0,1,2.0,1,1,87.49,137334447325
Flop,leonpuppe,4.0,false,1,6.0,0,0,1,1,356.62,137334486219
PreFlop,_McLobster_,2.0,false,0,0,0,0,0,0,367.18,137334506536
PreFlop,leonpuppe,5.0,false,0,0,1,2.0,0,0,358.44,137334525352
Turn,checkitout12,17.0,false,1,10.0,1,2.0,2,2,153.33,137334554931
River,lalalala139,183.0,false,3,85.0,1,2.0,4,2,219.24,137334603155
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,89.09,137334689422
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,92.09,137334714608
PreFlop,leonpuppe,5.0,false,0,0,1,2.0,0,0,353.44,137334746211
PreFlop,checkitout12,5.0,false,0,0,1,2.0,0,0,160.57,137334794954
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,95.09,137334817339
PreFlop,checkitout12,7.0,false,0,0,1,2.0,0,0,173.61,137334976477
Turn,jayster8,5.0,false,1,2.0,0,0,1,4,71.0,137335074962
Flop,checkitout12,79.0,false,1,30.48,2,7.0,4,0,176.61,137335136695
Flop,jayster8,12.12,false,1,6.0,1,2.0,2,0,71.78,137335223200
PreFlop,lolmode,4.0,false,0,0,1,2.0,0,0,200.0,137335344760
Turn,checkitout12,24.0,false,1,12.0,1,2.0,3,4,224.77,137335283398
Turn,lolmode,17.0,true,1,9.0,1,2.0,2,3,202.0,137335378837
PreFlop,XxMuskyxX,5.0,false,0,0,1,2.0,0,0,208.32,137335482246
River,XxMuskyxX,15.0,true,1,8.0,1,2.0,1,5,200.0,137335436552
PreFlop,lolmode,5.0,false,0,0,1,2.0,0,0,211.24,137335469808
PreFlop,_McLobster_,5.0,false,0,0,1,2.0,0,0,336.18,137335497588
River,erfk1958,23.0,false,0,0,2,6.0,1,6,89.09,137335519564
PreFlop,lolmode,5.0,true,0,0,1,2.0,0,0,211.24,137335613262
Turn,_McLobster_,30.0,true,2,28.0,1,2.0,2,2,336.18,137335668100
Turn,ppplaatje,29.0,false,2,22.0,1,2.0,2,1,157.0,137335734212
PreFlop,XxMuskyxX,5.0,true,0,0,1,2.0,0,0,209.19,137335976167
PreFlop,Mr.Grigoriy,2.0,false,0,0,0,0,0,0,214.42,137336116499
PreFlop,XxMuskyxX,2.0,false,0,0,0,0,0,0,220.69,137336147547
PreFlop,ppplaatje,13.0,false,0,0,2,8.0,0,0,200.0,137336872361
Flop,_McLobster_,48.0,false,1,32.0,2,10.0,1,1,338.83,137336911862
PreFlop,staskmp,2.0,false,0,0,0,0,0,0,231.1,137337000420
Turn,XxMuskyxX,13.0,false,1,8.0,1,2.0,1,3,210.14,137337425610
PreFlop,_McLobster_,5.0,true,0,0,1,2.0,0,0,370.05,137337485354
Flop,ppplaatje,13.0,false,1,8.0,1,2.0,1,1,194.2,137337514391
PreFlop,Mr.Grigoriy,5.0,true,0,0,1,2.0,0,0,236.03,137337637944
Flop,ppplaatje,34.0,false,1,22.0,2,7.0,1,0,198.62,137337665228
PreFlop,Mr.Grigoriy,5.0,false,0,0,1,2.0,0,0,223.03,137337739408
River,ppplaatje,40.0,false,2,31.0,1,2.0,3,3,215.09,137337780953
Turn,ppplaatje,34.0,false,2,26.0,1,2.0,3,1,237.29,137337853977
PreFlop,ppplaatje,5.0,false,0,0,1,2.0,0,0,256.76,137338028779
Flop,lolmode,13.0,false,1,7.0,1,2.0,1,0,214.4,137338049651
River,Nnevil,42.06,false,1,12.03,1,2.0,3,6,77.0,137338103922
River,ppplaatje,178.0,false,3,79.0,1,2.0,5,3,238.73,137338162600
PreFlop,Nnevil,5.0,false,0,0,1,2.0,0,0,93.14,137338397646
Flop,ppplaatje,21.0,false,1,12.0,1,2.0,2,0,328.93,137338329326
PreFlop,ppplaatje,4.0,false,0,0,1,2.0,0,0,340.99,137338426741
Turn,Mr.Grigoriy,27.0,false,2,25.0,1,2.0,2,1,200.0,137338460208
PreFlop,ppplaatje,5.0,false,0,0,1,2.0,0,0,358.59,137338585415
Flop,ppplaatje,31.0,false,1,20.0,2,7.0,1,1,342.99,137338537337
PreFlop,ppplaatje,5.0,false,0,0,1,2.0,0,0,361.59,137338643950
PreFlop,Nnevil,5.0,false,0,0,1,2.0,0,0,93.14,137338603406
PreFlop,ppplaatje,10.0,false,0,0,2,6.0,0,0,364.59,137338663777
River,ppplaatje,104.7,false,0,0,3,28.0,1,0,370.59,137338761641
River,Nnevil,56.74,false,2,21.87,1,2.0,3,3,96.14,137338715187
PreFlop,Mr.Grigoriy,5.0,true,0,0,1,2.0,0,0,210.24,137339001810
Flop,Mr.Grigoriy,12.0,false,1,8.0,1,2.0,1,0,204.78,137338961999
PreFlop,Nnevil,2.0,false,0,0,0,0,0,0,96.58,137339086354
PreFlop,sylvian31,5.0,false,0,0,1,2.0,0,0,200.0,137339073647
River,ppplaatje,489.0,false,2,212.0,3,21.0,3,3,419.14,137339021354
PreFlop,ppplaatje,5.0,false,0,0,1,2.0,0,0,663.34,137339092361
PreFlop,ppplaatje,5.0,false,0,0,1,2.0,0,0,666.34,137339107194
River,kay82_ps,135.0,false,3,177.0,2,10.0,3,2,200.0,137339183896
Flop,sylvian31,5.0,false,1,3.0,0,0,1,1,203.0,137339321728
Flop,kay82_ps,18.0,false,1,14.0,1,2.0,2,2,265.2,137339368319
Flop,sylvian31,16.0,true,1,10.23,1,2.0,2,2,200.0,137339444586
River,ppplaatje,25.0,true,2,18.0,1,2.0,2,3,660.34,137339520515
River,_McLobster_,267.0,true,2,96.0,2,12.0,3,3,200.0,137339594008
Flop,ppplaatje,19.0,false,1,18.0,1,2.0,1,0,540.22,137339799474
PreFlop,kay82_ps,5.0,false,0,0,1,2.0,0,0,258.39,137340158166
River,_McLobster_,28.0,false,1,8.0,1,2.0,2,4,332.72,137340200596
Flop,_McLobster_,73.0,true,1,16.0,2,18.0,4,1,345.46,137340262934
PreFlop,lolmode,52.0,false,0,0,3,30.0,1,0,216.52,137340341168
Turn,lolmode,161.0,false,2,187.52,3,30.0,2,1,245.52,137340417047
Turn,ppplaatje,15.0,false,1,8.0,1,2.0,1,3,459.96,137340539185
PreFlop,lolmode,5.0,true,0,0,1,2.0,0,0,322.72,137340624550
River,_McLobster_,111.0,false,3,136.0,1,2.0,3,3,393.66,137340656892
River,_McLobster_,881.56,false,2,357.86,3,42.0,5,6,447.86,137340748031
PreFlop,Mr.Grigoriy,5.0,false,0,0,1,2.0,0,0,200.0,137341021745
River,Nnevil,30.38,false,1,8.69,1,2.0,2,4,86.58,137340956856
PreFlop,BenaBadBeat,4.0,false,0,0,1,2.0,0,0,200.0,137341277482
PreFlop,sylvian31,5.0,false,0,0,1,2.0,0,0,209.84,137341327568
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,215.0,137341299663
Turn,inthestretch,25.78,false,2,16.310000000000002,1,4.0,2,2,218.0,137341355863
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,200.0,137341437916
PreFlop,kay82_ps,15.0,false,0,0,2,8.0,0,0,222.7,137341406771
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,206.0,137341539759
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,203.0,137341491107
Flop,BenaBadBeat,16.0,false,1,7.95,1,2.0,2,1,202.0,137341558953
PreFlop,_McLobster_,5.0,false,0,0,1,2.0,0,0,849.84,137341649039
River,espher,17.0,false,2,12.0,0,0,4,6,116.61,137341698882
Flop,kay82_ps,21.0,true,1,14.24,1,2.0,2,1,228.7,137341788914
PreFlop,4getDa$,5.0,true,0,0,1,2.0,0,0,206.0,137341866318
River,SoNe1988,80.0,false,3,35.0,1,2.0,4,3,200.0,137341933322
River,espher,38.0,false,1,5.73,1,5.73,3,7,114.1,137342544321
PreFlop,espher,2.0,false,0,0,0,0,0,0,132.39,137342616782
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,210.53,137342634739
PreFlop,espher,5.0,true,0,0,1,2.0,0,0,132.39,137342654016
PreFlop,BenaBadBeat,2.0,false,0,0,0,0,0,0,232.94,137342668195
River,erfk1958,33.0,true,0,0,2,6.0,1,6,95.84,137342680102
Flop,espher,5.0,false,1,4.0,0,0,1,2,135.39,137342770876
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,232.94,137342825524
River,inthestretch,36.16,false,1,10.08,1,2.0,2,5,113.08,137342841581
PreFlop,_McLobster_,5.0,false,0,0,1,2.0,0,0,846.84,137342884401
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,235.94,137342932613
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,200.0,137342949708
River,_McLobster_,27.0,true,2,25.0,1,2.0,2,3,846.84,137342972906
PreFlop,BenaBadBeat,7.0,true,0,0,1,2.0,1,0,234.94,137343113714
